"";"indicator";"code";"estimate";"stddev";"nsource";"pctrank";"pctranklower";"pctrankupper";"eiu";"prs";"wmo";"scalemean";"scalesd";"extreme_event"
"8987";"rq";"LBN";-0,227381825447083;0,0081675797700882;6;-4,41599273681641;-4,33063793182373;-10,6828384399414;0;0,454545454545454;0,166666666666667;0,00439733732491732;0,925563812255859;1
"8988";"rq";"LBN";0,118049740791321;-2,12192535400391e-05;6;0,94339656829834;3,77358531951904;6,13207626342773;0;0,454545454545454;0,25;-0,00300608295947313;0,925117671489716;0
"8989";"va";"LBN";-0,399467557668686;0,00927798449993134;5;37,3134346008301;27,3631839752197;47,7611923217773;0,375;0,666666666666667;0,5;0,0133618153631687;0,964783012866974;0
"8990";"va";"LBN";-0,314059346914291;-0,00941811501979828;5;39,3034820556641;28,8557205200195;51,7412948608398;0,4375;0,666666666666667;0,5;0,0161854345351458;0,959075272083282;0
"8991";"va";"LBN";-0,662610352039337;-0,0521308928728104;9;28,8557205200195;21,3930339813232;38,3084564208984;0,4375;0,583333333333333;0,4375;0,0308403130620718;0,949432492256165;0
"8992";"va";"LBN";-0,491062015295029;0,00505357980728149;8;33,3333320617676;25,8706474304199;41,2935333251953;0,4375;0,583333333333333;0,4375;0,0150138307362795;0,958297193050385;0
"8993";"va";"LBN";-0,413962543010712;-0,0158790498971939;10;36,538459777832;28,365385055542;44,230770111084;0,4375;0,583333333333333;0,43;0,0156113039702177;0,95137619972229;0
"8994";"va";"LBN";-0,281063884496689;0,00477771461009979;10;40,3846168518066;30,769229888916;49,519229888916;0,4375;0,583333333333333;0,4375;0,0297159180045128;0,957519948482513;0
"8995";"va";"LBN";-0,387200713157654;-0,0307839214801788;13;33,6538467407227;30,2884616851807;40,3846168518066;0,4785;0,583333333333333;0,3125;0,0675602555274963;0,963614165782928;0
"8996";"va";"LBN";-0,467368990182877;-0,0025738924741745;14;33,6538467407227;28,8461532592773;37,019229888916;0,4785;0,583333333333333;0,25;0,0701527148485184;0,966094136238098;0
"8997";"va";"LBN";-0,422118216753006;0,00124162435531616;14;34,1346168518066;28,8461532592773;40,3846168518066;0,4685;0,583333333333333;0,3125;0,074021652340889;0,968870937824249;1
"8998";"va";"LBN";-0,355243325233459;-0,0130738839507103;15;35,5450248718262;29,8578205108643;41,2322273254395;0,37475;0,583333333333333;0,3125;0,071712352335453;0,96541702747345;0
"8999";"va";"LBN";-0,331291496753693;-0,00204125046730042;16;36,0189590454102;30,8056869506836;42,1800956726074;0,416;0,583333333333333;0,3125;0,0743588134646416;0,967878520488739;0
"9000";"va";"LBN";-0,390134036540985;-0,00113818049430847;17;34,7417831420898;29,577465057373;40,3755874633789;0,391;0,583333333333333;0,375;0,0722240880131721;0,972301363945007;0
"9001";"va";"LBN";-0,385833382606506;0,0011347234249115;16;35,2112693786621;30,046947479248;42,2535209655762;0,3775;0,583333333333333;0,375;0,0772623941302299;0,97384774684906;0
"9002";"va";"LBN";-0,405027210712433;-0,00225025415420532;16;35,2112693786621;29,1079807281494;41,3145523071289;0,3775;0,583333333333333;0,375;0,0792274549603462;0,976118624210358;0
"9003";"cc";"LBR";-0,57457423210144;-0,00654613971710205;13;33,3333320617676;20,9523811340332;47,6190490722656;0,25;0,416666666666667;0,375;0,00839323922991753;0,942024767398834;0
"9004";"cc";"LBR";-0,690497636795044;-0,00860397517681122;14;26,0663509368896;18,4834117889404;40,7582931518555;0,25;0,416666666666667;0,375;0,00683268718421459;0,943357229232788;0
"9005";"cc";"LBR";-0,60703831911087;-0,0247654169797897;16;32,7014236450195;22,274881362915;44,0758285522461;0,25;0,416666666666667;0,375;0,00999269634485245;0,938584625720978;0
"9006";"cc";"LBR";-0,718398809432983;-0,0014994889497757;16;26,5402851104736;18,4834117889404;37,9146919250488;0,25;0,416666666666667;0,375;-0,0045173354446888;0,9422327876091;0
"9007";"cc";"LBR";-0,779788851737976;0,00364437699317932;14;24,519229888916;15,384614944458;35,0961532592773;0,25;0,416666666666667;0,166666666666667;0,0106873027980328;0,945324778556824;0
"9008";"cc";"LBR";-0,667323768138885;-0,00485725700855255;15;29,5238094329834;19,5238094329834;40,476188659668;0,25;0,416666666666667;0,333333333333333;0,0121267214417458;0,956041812896729;1
"9009";"cc";"LBR";-0,74327677488327;0,00656726956367493;14;26,1904754638672;14,7619047164917;35,7142868041992;0,25;0,416666666666667;0,166666666666667;-0,00582267716526985;0,953377425670624;0
"9010";"cc";"LBR";-0,687090396881104;-0,0111847817897797;14;28,0952377319336;17,619047164917;40,476188659668;0,25;0,416666666666667;0,166666666666667;0,00827668607234955;0,964650571346283;0
"9011";"cc";"LBR";-0,87186872959137;0,00037306547164917;14;18,0952377319336;12,8571424484253;28,0952377319336;0,25;0,333333333333333;0,166666666666667;-0,00685222819447517;0,960218548774719;0
"9012";"cc";"LBR";-0,917654991149902;0,0122780650854111;13;17,619047164917;11,9047622680664;27,1428565979004;0,25;0,333333333333333;0,166666666666667;0,00707254186272621;0,957804501056671;0
"9013";"cc";"LBR";-0,904334425926208;-0,000458642840385437;13;20;12,8571424484253;27,1428565979004;0,25;0,416666666666667;0,166666666666667;-0,0108743868768215;0,953108191490173;1
"9014";"cc";"LBR";-0,937883019447327;0,0115816742181778;12;19,0476188659668;11,9047622680664;27,619047164917;0,25;0,333333333333333;0,166666666666667;-0,00916134938597679;0,940172851085663;0
"9015";"cc";"LBR";-0,925476372241974;0,000382229685783386;12;20,2830181121826;12,2641506195068;26,8867931365967;0,25;0,333333333333333;0,166666666666667;-0,00140659511089325;0,934169948101044;1
"9016";"cc";"LBR";-0,888349294662476;0,000182017683982849;13;20,7547168731689;13,6792449951172;27,8301887512207;0,25;0,416666666666667;0,166666666666667;0,00894523411989212;0,938077747821808;0
"9017";"ge";"LBR";-1,2520444393158;0,00120554864406586;9;7,65550231933594;2,39234447479248;-2,3923454284668;0;0;0,375;-0,042461808770895;-0,00320816040039062;0
"9018";"ge";"LBR";-1,22095167636871;0,00417084991931915;9;8,05687236785889;3,3175356388092;0,301593780517578;0;0;0,375;-0,0447006486356258;0,0100454092025757;0
"9019";"ge";"LBR";-1,15850818157196;-0,0123583972454071;11;11,8483409881592;4,26540279388428;3,31753540039062;0;0;0,375;-0,0307644549757242;-0,000683784484863281;0
"9020";"ge";"LBR";-1,3646342754364;-0,0153877884149551;12;7,10900497436523;1,42180097103119;-8,53080463409424;0;0;0,375;-0,0322362631559372;0,0036771297454834;0
"9021";"ge";"LBR";-1,3380823135376;0,0189413279294968;11;7,692307472229;3,8461537361145;2,11447238922119;0;0;0,388888888888889;-0,0406760014593601;-0,0122392177581787;0
"9022";"ge";"LBR";-1,37358951568604;-0,0159642696380615;12;7,14285707473755;3,33333325386047;-3,003662109375;0;0;0,333333333333333;-0,0135686993598938;-0,00394505262374878;1
"9023";"ge";"LBR";-1,31663775444031;0,00524215400218964;11;7,14285707473755;4,7619047164917;1,42857074737549;0;0;0,388888888888889;-0,0172365624457598;0,0108510255813599;0
"9024";"ge";"LBR";-1,36426866054535;0,00491409003734589;11;8,09523773193359;4,7619047164917;-0,476190567016602;0;0;0,388888888888889;-0,0192346982657909;-0,00230216979980469;0
"9025";"ge";"LBR";-1,32320761680603;-0,00258214771747589;11;8,09523773193359;4,7619047164917;0;0;0;0,388888888888889;-0,0182085800915956;-0,00376278162002563;0
"9026";"ge";"LBR";-1,39497494697571;0,019620344042778;10;7,61904764175415;4,2857141494751;0;0;0;0,388888888888889;-0,00737541215494275;-0,00162976980209351;0
"9027";"ge";"LBR";-1,45912337303162;0,0105840861797333;10;7,61904764175415;2,38095235824585;-1,42857074737549;0;0;0,333333333333333;-0,00836325064301491;-0,0118411183357239;1
